step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
402,,0.385,2.654,0.115,0.385
403,,0.419,2.623,0.128,0.419
404,,0.423,2.591,0.12,0.423
405,,0.469,2.602,0.124,0.469
406,,0.363,2.664,0.123,0.363
407,,0.447,2.617,0.119,0.447
408,,0.398,2.694,0.132,0.398
409,,0.349,2.719,0.13,0.349
410,,0.438,2.65,0.131,0.438
411,,0.441,2.674,0.139,0.441
412,,0.424,2.625,0.127,0.424
413,,0.391,2.756,0.143,0.391
414,,0.392,2.689,0.131,0.392
415,,0.397,2.705,0.128,0.397
416,,0.459,2.618,0.138,0.459
417,,0.387,2.609,0.132,0.388
418,,0.374,2.654,0.146,0.374
419,,0.373,2.653,0.135,0.373
420,,0.406,2.584,0.137,0.406
421,,0.407,2.622,0.14,0.407
422,,0.397,2.609,0.13,0.397
423,,0.407,2.68,0.125,0.407
424,,0.415,2.805,0.141,0.415
425,0.303,0.38,2.875,0.151,0.38
426,,0.343,2.93,0.143,0.343
427,,0.405,2.866,0.146,0.405
428,,0.427,2.748,0.124,0.427
429,,0.339,2.77,0.125,0.339
430,,0.376,2.895,0.139,0.376
431,,0.412,2.875,0.144,0.412
432,,0.386,2.834,0.133,0.386
433,,0.359,2.762,0.124,0.359
434,,0.467,2.894,0.148,0.467
435,,0.387,2.866,0.141,0.388
436,,0.355,2.983,0.139,0.355
437,,0.396,2.9,0.116,0.396
438,,0.441,2.817,0.123,0.441
439,,0.396,2.879,0.13,0.396
440,,0.374,2.838,0.147,0.374
441,,0.398,2.791,0.138,0.398
442,,0.371,2.705,0.128,0.371
443,,0.386,2.728,0.131,0.386
444,,0.429,2.712,0.138,0.429
445,,0.398,2.68,0.135,0.398
446,,0.386,2.553,0.134,0.386
447,,0.422,2.499,0.124,0.422
448,,0.392,2.523,0.134,0.392
449,,0.398,2.506,0.128,0.398
450,0.314,0.389,2.466,0.105,0.389
451,,0.422,2.52,0.131,0.422
452,,0.412,2.505,0.107,0.412
453,,0.375,2.505,0.12,0.375
454,,0.388,2.561,0.124,0.388
455,,0.466,2.581,0.13,0.466
456,,0.419,2.609,0.133,0.419
457,,0.383,2.574,0.138,0.383
458,,0.424,2.558,0.127,0.424
459,,0.416,2.631,0.152,0.416
460,,0.488,2.521,0.138,0.487
461,,0.33,2.607,0.152,0.33
462,,0.437,2.577,0.139,0.437
463,,0.412,2.579,0.146,0.412
464,,0.464,2.571,0.127,0.464
465,,0.391,2.565,0.159,0.391
466,,0.404,2.584,0.146,0.404
467,,0.391,2.529,0.148,0.391
468,,0.402,2.439,0.12,0.402
469,,0.36,2.47,0.135,0.36
470,,0.403,2.45,0.124,0.403
471,,0.417,2.437,0.113,0.417
472,,0.369,2.402,0.11,0.369
473,,0.403,2.455,0.113,0.403
474,,0.361,2.513,0.136,0.361
475,0.318,0.387,2.555,0.117,0.388
476,,0.373,2.564,0.116,0.373
477,,0.413,2.462,0.11,0.413
478,,0.42,2.544,0.132,0.42
479,,0.355,2.55,0.131,0.355
480,,0.373,2.548,0.134,0.373
481,,0.389,2.555,0.127,0.389
482,,0.47,2.501,0.116,0.47
483,,0.422,2.563,0.143,0.422
484,,0.385,2.436,0.098,0.385
485,,0.384,2.523,0.105,0.384
486,,0.423,2.595,0.108,0.423
487,,0.359,2.51,0.105,0.359
488,,0.437,2.406,0.079,0.437
489,,0.391,2.434,0.1,0.391
490,,0.435,2.415,0.08,0.435
491,,0.395,2.513,0.091,0.395
492,,0.43,2.434,0.093,0.43
493,,0.418,2.495,0.092,0.418
494,,0.456,2.464,0.106,0.456
495,,0.435,2.571,0.117,0.435
496,,0.461,2.617,0.101,0.461
497,,0.394,2.632,0.12,0.394
498,,0.402,2.597,0.102,0.402
499,,0.381,2.549,0.107,0.381
500,0.315,0.366,2.534,0.101,0.366
