step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
432,,0.385,2.489,0.058,0.385
433,,0.359,2.498,0.065,0.359
434,,0.471,2.481,0.053,0.471
435,,0.41,2.499,0.042,0.41
436,,0.366,2.52,0.053,0.366
437,,0.391,2.463,0.042,0.391
438,,0.445,2.414,0.044,0.445
439,,0.37,2.463,0.048,0.37
440,,0.402,2.517,0.054,0.402
441,,0.416,2.457,0.047,0.416
442,,0.398,2.434,0.049,0.398
443,,0.373,2.444,0.036,0.373
444,,0.432,2.423,0.038,0.432
445,,0.389,2.44,0.048,0.389
446,,0.408,2.416,0.037,0.408
447,,0.453,2.402,0.043,0.453
448,,0.438,2.432,0.049,0.438
449,,0.406,2.526,0.063,0.406
450,0.323,0.412,2.414,0.055,0.412
451,,0.42,2.45,0.057,0.42
452,,0.428,2.43,0.061,0.428
453,,0.392,2.379,0.049,0.392
454,,0.398,2.476,0.06,0.398
455,,0.471,2.406,0.041,0.471
456,,0.438,2.525,0.057,0.438
457,,0.367,2.416,0.04,0.367
458,,0.462,2.367,0.044,0.462
459,,0.428,2.476,0.047,0.428
460,,0.504,2.392,0.043,0.504
461,,0.38,2.523,0.057,0.38
462,,0.47,2.409,0.035,0.47
463,,0.41,2.411,0.049,0.41
464,,0.452,2.502,0.063,0.452
465,,0.424,2.484,0.067,0.424
466,,0.416,2.526,0.071,0.416
467,,0.399,2.473,0.066,0.399
468,,0.433,2.439,0.064,0.433
469,,0.396,2.49,0.052,0.396
470,,0.418,2.53,0.064,0.418
471,,0.433,2.532,0.059,0.433
472,,0.368,2.513,0.059,0.368
473,,0.423,2.466,0.049,0.423
474,,0.37,2.509,0.059,0.37
475,0.323,0.388,2.511,0.07,0.388
476,,0.41,2.537,0.069,0.41
477,,0.418,2.453,0.053,0.418
478,,0.435,2.455,0.064,0.435
479,,0.396,2.523,0.065,0.396
480,,0.402,2.562,0.069,0.402
481,,0.39,2.599,0.078,0.39
482,,0.484,2.542,0.065,0.484
483,,0.421,2.574,0.071,0.421
484,,0.38,2.505,0.058,0.38
485,,0.405,2.552,0.067,0.405
486,,0.417,2.573,0.061,0.417
487,,0.382,2.552,0.064,0.382
488,,0.445,2.475,0.047,0.445
489,,0.381,2.551,0.07,0.381
490,,0.438,2.542,0.054,0.438
491,,0.396,2.579,0.061,0.396
492,,0.453,2.58,0.071,0.453
493,,0.412,2.611,0.072,0.412
494,,0.438,2.491,0.07,0.438
495,,0.452,2.583,0.083,0.452
496,,0.442,2.541,0.066,0.442
497,,0.398,2.594,0.083,0.398
498,,0.402,2.599,0.074,0.402
499,,0.397,2.661,0.088,0.397
500,0.33,0.348,2.686,0.091,0.348
