step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
483,,0.461,3.997,0.001,0.461
484,,0.438,3.962,0.001,0.438
485,,0.431,3.869,0.001,0.431
486,,0.459,3.91,0.0,0.459
487,,0.412,3.997,0.0,0.412
488,,0.502,3.999,0.0,0.502
489,,0.429,3.99,0.001,0.429
490,,0.49,4.0,0.001,0.49
491,,0.443,3.988,0.0,0.443
492,,0.498,3.979,0.001,0.498
493,,0.505,3.96,0.001,0.505
494,,0.509,3.934,0.0,0.509
495,,0.533,3.952,0.0,0.533
496,,0.492,3.971,0.001,0.492
497,,0.482,3.978,0.0,0.482
498,,0.452,3.941,0.0,0.452
499,,0.45,3.951,0.0,0.45
500,0.398,0.42,3.991,0.0,0.42
